-9.195177	40.058945	up
-9.125173	40.631902	up
-9.052770	41.204859	up
-8.977890	41.777816	up
-8.900449	42.350774	up
-8.820359	42.923731	up
-8.737529	43.496688	up
-8.651861	44.069645	up
-8.563254	44.642602	up
-8.471600	45.215559	up
-8.376785	45.788516	up
-8.278690	46.361473	up
-8.177188	46.934430	up
-8.072146	47.507387	up
-7.963423	48.080344	up
-7.850869	48.653301	up
-7.734327	49.226259	up
-7.613628	49.799216	up
-7.488597	50.372173	up
-7.359043	50.945130	up
-7.224767	51.518087	up
-7.085557	52.091044	up
-6.941186	52.664001	up
-6.791414	53.236958	up
-6.635983	53.809915	up
-6.474619	54.382872	up
-6.307029	54.955829	up
-6.132901	55.528786	up
-5.951899	56.101744	up
-5.763664	56.674701	up
-5.567810	57.247658	up
-5.363923	57.820615	up
-5.151557	58.393572	up
-4.930232	58.966529	up
-4.699428	59.539486	up
-4.458586	60.112443	up
-4.207099	60.685400	up
-3.944310	61.258357	up
-3.669504	61.831314	up
-3.381905	62.404272	up
-3.080664	62.977229	up
-2.764857	63.550186	up
-2.433470	64.123143	up
-2.085393	64.696100	up
-1.719402	65.269057	up
-1.334151	65.842014	up
-0.928150	66.414971	up
-0.499749	66.987928	up
-0.047114	67.560885	up
0.431801	68.133842	up
0.939285	68.706799	up
1.477907	69.279757	up
2.050564	69.852714	up
2.660534	70.425671	up
3.311543	70.998628	up
4.007849	71.571585	up
4.754340	72.144542	up
5.556662	72.717499	up
6.421377	73.290456	up
7.356166	73.863413	up
8.370087	74.436370	up
9.473919	75.009327	up
10.680610	75.582285	up
12.005894	76.155242	up
13.469133	76.728199	up
15.094522	77.301156	up
16.912832	77.874113	up
18.964064	78.447070	up
21.301625	79.020027	up
23.999309	79.592984	up
27.163802	80.165941	up
30.959393	80.738898	up
35.664066	81.311855	up
41.828268	81.884812	up
50.964054	82.457770	up
71.007477	82.908220	dn
92.972543	82.335263	dn
101.216189	81.762306	dn
106.995456	81.189349	dn
111.472904	80.616392	dn
115.115379	80.043435	dn
118.168755	79.470477	dn
120.781852	78.897520	dn
123.052823	78.324563	dn
125.050301	77.751606	dn
126.824364	77.178649	dn
128.412753	76.605692	dn
129.844648	76.032735	dn
131.143087	75.459778	dn
132.326568	74.886821	dn
133.410169	74.313864	dn
134.406329	73.740907	dn
135.325426	73.167949	dn
136.176196	72.594992	dn
136.966063	72.022035	dn
137.701377	71.449078	dn
138.387610	70.876121	dn
139.029506	70.303164	dn
139.631201	69.730207	dn
140.196319	69.157250	dn
140.728052	68.584293	dn
141.229222	68.011336	dn
141.702334	67.438379	dn
142.149623	66.865422	dn
142.573087	66.292464	dn
142.974518	65.719507	dn
143.355531	65.146550	dn
143.717583	64.573593	dn
144.061994	64.000636	dn
144.389959	63.427679	dn
144.702570	62.854722	dn
145.000819	62.281765	dn
145.285614	61.708808	dn
145.557787	61.135851	dn
145.818102	60.562894	dn
146.067259	59.989937	dn
146.305905	59.416979	dn
146.534637	58.844022	dn
146.754005	58.271065	dn
146.964519	57.698108	dn
147.166652	57.125151	dn
147.360843	56.552194	dn
147.547500	55.979237	dn
147.727002	55.406280	dn
147.899705	54.833323	dn
148.065938	54.260366	dn
148.226009	53.687409	dn
148.380208	53.114451	dn
148.528805	52.541494	dn
148.672053	51.968537	dn
148.810189	51.395580	dn
148.943438	50.822623	dn
149.072008	50.249666	dn
149.196098	49.676709	dn
149.315893	49.103752	dn
149.431569	48.530795	dn
149.543290	47.957838	dn
149.651214	47.384881	dn
149.755488	46.811924	dn
149.856250	46.238966	dn
149.953634	45.666009	dn
150.047763	45.093052	dn
150.138757	44.520095	dn
150.226726	43.947138	dn
150.311779	43.374181	dn
150.394015	42.801224	dn
150.473530	42.228267	dn
150.550417	41.655310	dn
150.624760	41.082353	dn
150.696644	40.509396	dn
150.766145	39.936438	dn
150.833339	39.363481	dn
150.898297	38.790524	dn
150.961087	38.217567	dn
151.021772	37.644610	dn
151.080415	37.071653	dn
151.137075	36.498696	dn
151.191807	35.925739	dn
151.244664	35.352782	dn
151.295699	34.779825	dn
151.344959	34.206868	dn
151.392492	33.633911	dn
151.438342	33.060953	dn
151.482550	32.487996	dn
151.525159	31.915039	dn
151.566207	31.342082	dn
151.605731	30.769125	dn
151.643767	30.196168	dn
151.680348	29.623211	dn
151.715507	29.050254	dn
151.749276	28.477297	dn
151.781684	27.904340	dn
151.812760	27.331383	dn
151.842530	26.758425	dn
151.871021	26.185468	dn
151.898258	25.612511	dn
151.924264	25.039554	dn
151.949062	24.466597	dn
151.972675	23.893640	dn
151.995122	23.320683	dn
152.016424	22.747726	dn
152.036599	22.174769	dn
152.055666	21.601812	dn
152.073642	21.028855	dn
152.090543	20.455898	dn
152.106385	19.882940	dn
152.121183	19.309983	dn
152.134950	18.737026	dn
152.147701	18.164069	dn
152.159449	17.591112	dn
152.170204	17.018155	dn
152.179979	16.445198	dn
152.188785	15.872241	dn
152.196631	15.299284	dn
152.203527	14.726327	dn
152.209483	14.153370	dn
152.214507	13.580413	dn
152.218607	13.007455	dn
152.221789	12.434498	dn
152.224062	11.861541	dn
152.225431	11.288584	dn
152.225902	10.715627	dn
152.225481	10.142670	dn
152.224171	9.569713	dn
152.221979	8.996756	dn
152.218907	8.423799	dn
152.214958	7.850842	dn
152.210137	7.277885	dn
152.204445	6.704927	dn
152.197884	6.131970	dn
152.190456	5.559013	dn
152.182162	4.986056	dn
152.173003	4.413099	dn
152.162979	3.840142	dn
152.152089	3.267185	dn
152.140333	2.694228	dn
152.127711	2.121271	dn
152.114220	1.548314	dn
152.099858	0.975357	dn
152.084624	0.402400	dn
152.068514	-0.170558	dn
152.051525	-0.743515	dn
152.033653	-1.316472	dn
152.014894	-1.889429	dn
151.995244	-2.462386	dn
151.974697	-3.035343	dn
151.953248	-3.608300	dn
151.930891	-4.181257	dn
151.907619	-4.754214	dn
151.883425	-5.327171	dn
151.858302	-5.900128	dn
151.832242	-6.473086	dn
151.805237	-7.046043	dn
151.777276	-7.619000	dn
151.748352	-8.191957	dn
151.718454	-8.764914	dn
151.687570	-9.337871	dn
151.655691	-9.910828	dn
151.622804	-10.483785	dn
151.588897	-11.056742	dn
151.553957	-11.629699	dn
151.517971	-12.202656	dn
151.480924	-12.775613	dn
151.442802	-13.348571	dn
151.403588	-13.921528	dn
151.363268	-14.494485	dn
151.321823	-15.067442	dn
151.279237	-15.640399	dn
151.235490	-16.213356	dn
151.190564	-16.786313	dn
151.144438	-17.359270	dn
151.097093	-17.932227	dn
151.048505	-18.505184	dn
150.998653	-19.078141	dn
150.947513	-19.651098	dn
150.895061	-20.224056	dn
150.841270	-20.797013	dn
150.786115	-21.369970	dn
150.729567	-21.942927	dn
150.671599	-22.515884	dn
150.612179	-23.088841	dn
150.551278	-23.661798	dn
150.488863	-24.234755	dn
150.424899	-24.807712	dn
150.359352	-25.380669	dn
150.292185	-25.953626	dn
150.223361	-26.526584	dn
150.152840	-27.099541	dn
150.080580	-27.672498	dn
150.006539	-28.245455	dn
149.930672	-28.818412	dn
149.852932	-29.391369	dn
149.773271	-29.964326	dn
149.691638	-30.537283	dn
149.607981	-31.110240	dn
149.522244	-31.683197	dn
149.434371	-32.256154	dn
149.344301	-32.829111	dn
149.251972	-33.402069	dn
149.157319	-33.975026	dn
149.060274	-34.547983	dn
148.960765	-35.120940	dn
148.858718	-35.693897	dn
148.754055	-36.266854	dn
148.646695	-36.839811	dn
148.536553	-37.412768	dn
148.423540	-37.985725	dn
148.307562	-38.558682	dn
148.188522	-39.131639	dn
148.066316	-39.704597	dn
147.940838	-40.277554	dn
147.811975	-40.850511	dn
147.679608	-41.423468	dn
147.543612	-41.996425	dn
147.403857	-42.569382	dn
147.260205	-43.142339	dn
147.112511	-43.715296	dn
146.960623	-44.288253	dn
146.804379	-44.861210	dn
146.643611	-45.434167	dn
146.478140	-46.007124	dn
146.307775	-46.580082	dn
146.132319	-47.153039	dn
145.951559	-47.725996	dn
145.765273	-48.298953	dn
145.573223	-48.871910	dn
145.375158	-49.444867	dn
145.170813	-50.017824	dn
144.959905	-50.590781	dn
144.742132	-51.163738	dn
144.517176	-51.736695	dn
144.284694	-52.309652	dn
144.044324	-52.882610	dn
143.795677	-53.455567	dn
143.538340	-54.028524	dn
143.271868	-54.601481	dn
142.995785	-55.174438	dn
142.709583	-55.747395	dn
142.412714	-56.320352	dn
142.104587	-56.893309	dn
141.784570	-57.466266	dn
141.451976	-58.039223	dn
141.106067	-58.612180	dn
140.746041	-59.185137	dn
140.371030	-59.758095	dn
139.980092	-60.331052	dn
139.572198	-60.904009	dn
139.146230	-61.476966	dn
138.700964	-62.049923	dn
138.235059	-62.622880	dn
137.747042	-63.195837	dn
137.235292	-63.768794	dn
136.698020	-64.341751	dn
136.133244	-64.914708	dn
135.538762	-65.487665	dn
134.912122	-66.060622	dn
134.250579	-66.633580	dn
133.551054	-67.206537	dn
132.810073	-67.779494	dn
132.023701	-68.352451	dn
131.187460	-68.925408	dn
130.296222	-69.498365	dn
129.344083	-70.071322	dn
128.324198	-70.644279	dn
127.228569	-71.217236	dn
126.047778	-71.790193	dn
124.770616	-72.363150	dn
123.383607	-72.936108	dn
121.870330	-73.509065	dn
120.210472	-74.082022	dn
118.378450	-74.654979	dn
116.341322	-75.227936	dn
114.055485	-75.800893	dn
111.461152	-76.373850	dn
108.472417	-76.946807	dn
104.957512	-77.519764	dn
100.693689	-78.092721	dn
95.238492	-78.665678	dn
87.366069	-79.238635	dn
70.587695	-79.689086	up
