70.587695	-79.689086	up
52.159314	-79.116129	up
45.012968	-78.543172	up
39.871252	-77.970215	up
35.793901	-77.397258	up
32.406061	-76.824300	up
29.510736	-76.251343	up
26.988489	-75.678386	up
24.760192	-75.105429	up
22.770157	-74.532472	up
20.977425	-73.959515	up
19.350853	-73.386558	up
17.866131	-72.813601	up
16.503877	-72.240644	up
15.248368	-71.667687	up
14.086660	-71.094730	up
13.007966	-70.521772	up
12.003195	-69.948815	up
11.064618	-69.375858	up
10.185606	-68.802901	up
9.360435	-68.229944	up
8.584125	-67.656987	up
7.852321	-67.084030	up
7.161195	-66.511073	up
6.507362	-65.938116	up
5.887818	-65.365159	up
5.299885	-64.792202	up
4.741166	-64.219245	up
4.209511	-63.646287	up
3.702980	-63.073330	up
3.219822	-62.500373	up
2.758449	-61.927416	up
2.317417	-61.354459	up
1.895413	-60.781502	up
1.491235	-60.208545	up
1.103786	-59.635588	up
0.732056	-59.062631	up
0.375119	-58.489674	up
0.032122	-57.916717	up
-0.297723	-57.343760	up
-0.615142	-56.770802	up
-0.920810	-56.197845	up
-1.215351	-55.624888	up
-1.499344	-55.051931	up
-1.773330	-54.478974	up
-2.037810	-53.906017	up
-2.293253	-53.333060	up
-2.540096	-52.760103	up
-2.778748	-52.187146	up
-3.009591	-51.614189	up
-3.232984	-51.041232	up
-3.449263	-50.468274	up
-3.658743	-49.895317	up
-3.861722	-49.322360	up
-4.058478	-48.749403	up
-4.249275	-48.176446	up
-4.434361	-47.603489	up
-4.613968	-47.030532	up
-4.788318	-46.457575	up
-4.957620	-45.884618	up
-5.122071	-45.311661	up
-5.281857	-44.738704	up
-5.437155	-44.165747	up
-5.588133	-43.592789	up
-5.734950	-43.019832	up
-5.877757	-42.446875	up
-6.016697	-41.873918	up
-6.151906	-41.300961	up
-6.283514	-40.728004	up
-6.411644	-40.155047	up
-6.536413	-39.582090	up
-6.657932	-39.009133	up
-6.776309	-38.436176	up
-6.891645	-37.863219	up
-7.004037	-37.290261	up
-7.113577	-36.717304	up
-7.220353	-36.144347	up
-7.324450	-35.571390	up
-7.425948	-34.998433	up
-7.524924	-34.425476	up
-7.621452	-33.852519	up
-7.715603	-33.279562	up
-7.807443	-32.706605	up
-7.897038	-32.133648	up
-7.984449	-31.560691	up
-8.069737	-30.987734	up
-8.152956	-30.414776	up
-8.234163	-29.841819	up
-8.313409	-29.268862	up
-8.390745	-28.695905	up
-8.466217	-28.122948	up
-8.539874	-27.549991	up
-8.611759	-26.977034	up
-8.681914	-26.404077	up
-8.750380	-25.831120	up
-8.817197	-25.258163	up
-8.882403	-24.685206	up
-8.946033	-24.112249	up
-9.008122	-23.539291	up
-9.068703	-22.966334	up
-9.127810	-22.393377	up
-9.185472	-21.820420	up
-9.241719	-21.247463	up
-9.296581	-20.674506	up
-9.350083	-20.101549	up
-9.402253	-19.528592	up
-9.453116	-18.955635	up
-9.502695	-18.382678	up
-9.551015	-17.809721	up
-9.598098	-17.236763	up
-9.643966	-16.663806	up
-9.688638	-16.090849	up
-9.732135	-15.517892	up
-9.774476	-14.944935	up
-9.815679	-14.371978	up
-9.855761	-13.799021	up
-9.894740	-13.226064	up
-9.932631	-12.653107	up
-9.969450	-12.080150	up
-10.005211	-11.507193	up
-10.039929	-10.934236	up
-10.073617	-10.361278	up
-10.106287	-9.788321	up
-10.137953	-9.215364	up
-10.168624	-8.642407	up
-10.198314	-8.069450	up
-10.227031	-7.496493	up
-10.254786	-6.923536	up
-10.281589	-6.350579	up
-10.307448	-5.777622	up
-10.332372	-5.204665	up
-10.356368	-4.631708	up
-10.379443	-4.058750	up
-10.401606	-3.485793	up
-10.422862	-2.912836	up
-10.443216	-2.339879	up
-10.462676	-1.766922	up
-10.481244	-1.193965	up
-10.498927	-0.621008	up
-10.515728	-0.048051	up
-10.531650	0.524906	up
-10.546698	1.097863	up
-10.560873	1.670820	up
-10.574178	2.243777	up
-10.586615	2.816735	up
-10.598186	3.389692	up
-10.608890	3.962649	up
-10.618730	4.535606	up
-10.627704	5.108563	up
-10.635813	5.681520	up
-10.643055	6.254477	up
-10.649431	6.827434	up
-10.654937	7.400391	up
-10.659572	7.973348	up
-10.663333	8.546305	up
-10.666217	9.119263	up
-10.668221	9.692220	up
-10.669341	10.265177	up
-10.669572	10.838134	up
-10.668910	11.411091	up
-10.667348	11.984048	up
-10.664881	12.557005	up
-10.661503	13.129962	up
-10.657207	13.702919	up
-10.651984	14.275876	up
-10.645828	14.848833	up
-10.638729	15.421790	up
-10.630678	15.994748	up
-10.621666	16.567705	up
-10.611683	17.140662	up
-10.600716	17.713619	up
-10.588756	18.286576	up
-10.575788	18.859533	up
-10.561802	19.432490	up
-10.546782	20.005447	up
-10.530715	20.578404	up
-10.513585	21.151361	up
-10.495377	21.724318	up
-10.476075	22.297275	up
-10.455660	22.870233	up
-10.434115	23.443190	up
-10.411421	24.016147	up
-10.387556	24.589104	up
-10.362501	25.162061	up
-10.336234	25.735018	up
-10.308731	26.307975	up
-10.279969	26.880932	up
-10.249922	27.453889	up
-10.218564	28.026846	up
-10.185867	28.599803	up
-10.151803	29.172761	up
-10.116343	29.745718	up
-10.079453	30.318675	up
-10.041102	30.891632	up
-10.001256	31.464589	up
-9.959877	32.037546	up
-9.916929	32.610503	up
-9.872373	33.183460	up
-9.826168	33.756417	up
-9.778269	34.329374	up
-9.728634	34.902331	up
-9.677213	35.475288	up
-9.623959	36.048246	up
-9.568820	36.621203	up
-9.511741	37.194160	up
-9.452666	37.767117	up
-9.391536	38.340074	up
-9.328289	38.913031	up
-9.262858	39.485988	up
