140.956110	1.106359	35802.605226	43885.505554
-105.050984	6.304247	35714.200806	35148.783587
-102.972908	-8.238220	35736.339489	36917.151889
-105.608169	14.405280	35750.517976	34448.095642
78.041346	-14.315427	35804.941050	50165.743118
-106.507390	11.478991	35761.293682	34661.029464
-106.120974	7.805426	35764.023411	35009.489452
-106.203127	14.022524	35736.716093	34440.482338
-48.868483	13.847996	35799.106527	39721.742212
71.513096	-7.108864	35792.502617	49902.852734
78.385301	-11.472690	35813.204784	50000.000896
-0.604945	7.629922	35796.075156	45847.375277
-91.816104	6.412569	36183.683360	36358.550546
74.495972	-9.460606	35821.476013	50008.026306
-141.938238	-1.421574	35777.448794	36199.822206
-167.208590	-6.483518	35716.450596	38603.440156
43.609818	-2.440882	35814.314096	49550.216190
31.253354	1.192719	35808.558190	48786.547638
-45.694594	12.153448	35785.199275	40248.166933
2.134646	5.236657	35789.685641	46324.136806
-105.926217	6.062775	35718.774045	35141.254766
-133.381635	-0.686791	35697.753212	35698.474811
-108.593993	3.970705	35765.717176	35302.379920
35.675933	1.323950	35792.615708	48956.722075
33.046385	1.152447	35792.847598	48858.342362
162.632250	-7.434228	35788.404244	42088.897904
-169.709525	-4.736788	36239.592852	39161.714708
163.972635	-4.741348	35786.808956	41660.221520
-47.044758	2.819673	35777.006033	40954.146248
-114.689237	-0.246841	35763.614055	35604.224758
48.427482	1.560158	35742.246278	49262.244853
73.964585	-7.282442	35789.352713	49848.236022
-68.165152	3.156851	35778.638928	38455.621329
-103.467582	2.276290	35765.182093	35683.549418
156.954550	-1.496727	35792.341240	42196.291332
83.458604	-10.079478	35881.063676	49781.501466
-97.021086	3.746997	35762.073121	35867.039784
77.054407	-5.612616	35833.424715	49680.969448
108.243444	-1.374108	35797.976655	47459.977480
-77.137726	0.015989	35772.964318	37853.756870
-85.312865	2.314449	36127.001178	37222.031369
74.849034	-0.955762	35789.311458	49354.463411
64.524948	0.234787	35808.834873	49491.727520
54.903853	-0.005371	35793.341264	49521.342068
-106.568388	0.633608	35761.726494	35730.397160
150.456873	-2.648501	35788.290487	43088.489548
-59.886276	0.609681	36090.693257	39946.762408
51.559374	1.180102	35790.895697	49390.014119
-15.414614	0.066397	35782.994270	44988.820816
-98.990611	0.860657	35780.827007	36079.502464
-102.974856	0.017374	35773.976387	35963.063393
147.933912	-4.816245	35796.355015	43599.765345
48.325954	1.413495	35806.706798	49336.818400
178.052286	-0.421164	35781.999668	39563.956810
-39.779892	1.239373	35854.381556	42071.169052
50.342902	1.421673	35797.100180	49359.556828
-29.492031	4.011637	35779.174220	42987.257969
40.105571	2.558396	35861.444404	49082.566930
-93.082633	0.017573	35774.670749	36532.337201
-53.970189	2.400210	35771.655472	40152.019166
92.956603	-1.533650	35826.637684	48611.007861
-2.988835	1.967810	35795.259585	46135.989526
65.461664	0.154428	35800.161946	49478.191185
57.492439	-0.067138	35787.320358	49530.212936
-66.965364	0.034543	35782.393364	38908.523960
50.511549	0.440767	35797.775190	49444.473886
-61.769891	0.025274	35782.596643	39488.887250
56.723420	0.593810	35829.593341	49516.352466
149.933416	-2.657927	35791.534920	43155.473131
31.570417	-0.062153	35790.242411	48888.558189
-110.333851	-0.992609	35736.845787	35764.630079
-91.915582	0.103664	35777.153001	36606.171517
24.612280	-0.057995	35794.706752	48519.916471
15.895290	1.247259	35800.025784	47836.531181
-40.441060	0.007933	35783.137093	42038.782286
69.039365	-3.425380	35830.539829	49730.902666
87.552890	-0.016158	35802.579866	48768.303368
-4.245377	2.612184	35789.143388	45947.263418
-55.475505	0.033105	35777.544775	40214.009998
141.943716	-1.295238	35805.514422	43993.172231
124.867429	-1.084406	35797.240649	45866.623737
28.390709	-0.012473	35790.746258	48724.639336
68.658778	0.017330	35802.850590	49440.796082
51.232668	1.258736	35787.901190	49376.326152
4.036396	0.366590	35795.665954	46939.577622
21.024989	0.701149	35793.560260	48231.727058
-80.952764	1.012967	35760.992788	37379.258311
168.951374	0.034049	35787.737124	40588.992822
55.993488	0.569431	35795.312787	49481.745960
-114.912915	-0.028943	35773.032149	35584.811576
50.012896	-0.023930	35796.761090	49474.289747
81.992390	-0.013685	35794.886653	49023.890153
32.519062	1.918916	35791.107582	48767.144387
105.454187	-0.029249	35794.446456	47571.901338
48.019311	0.253029	35804.367685	49425.490876
44.503509	-0.066812	35798.857186	49369.308759
25.550296	0.698736	35708.924018	48426.563466
108.008990	-0.017609	35798.073137	47365.312451
115.869438	0.005064	35786.968924	46653.517623
60.121110	0.060619	35797.522818	49527.367532
74.973838	-0.034278	35795.615221	49282.310809
55.843453	0.324589	35798.624556	49504.567529
-14.969454	0.016582	35782.935933	45042.447349
-66.990400	0.039934	35773.928356	38896.950614
-55.643359	-0.018948	35785.335348	40207.029103
-29.939213	0.069773	35781.849470	43305.183648
122.993668	1.138485	35800.807366	45867.611211
161.974774	0.000411	35787.826866	41435.630250
102.588612	-4.177521	35876.495689	48213.838270
104.957715	-0.054840	35803.978770	47623.058463
14.540575	1.190957	35787.250803	47728.277498
36.117994	-0.065951	35801.725645	49099.547244
