68.745776	-37.218399	16.644196	-8.246956
44.096176	-52.144502	18.180686	-7.863125
9.171162	-9.166177	19.065740	42.187001
55.728592	-46.105123	17.528238	-7.711349
10.024437	-80.232945	19.755063	-28.237519
57.747607	-61.383527	18.184289	-19.703133
5.369393	-10.512801	19.413748	41.355025
24.831141	-61.788833	19.103423	-11.672036
6.048048	-58.748402	19.672760	-6.751602
31.788871	-54.149246	18.678242	-6.005040
147.900915	44.011632	9.383347	-3.118555
232.879117	48.962334	5.751535	8.642607
29.569187	-64.597453	19.038870	-15.071050
274.235999	-16.987092	0.814558	-7.099030
120.544918	35.081329	10.871699	1.405564
92.792667	-6.754483	14.125949	-6.338279
230.219933	46.214906	5.730805	5.376637
272.061338	-20.506732	0.708674	-10.862874
242.921187	19.034401	4.002267	-8.017594
11.779639	-68.146861	19.580249	-16.387780
16.375099	-60.352390	19.341764	-9.142146
116.017699	27.532912	11.406706	-1.333484
222.312793	36.971451	5.702450	-5.575593
299.624461	-49.434513	22.239604	-12.274406
181.706067	50.094765	7.810088	-2.020661
147.285904	49.943209	9.241266	2.433078
68.386150	-35.082571	16.550895	-6.597645
48.994372	-61.526732	18.409658	-17.020243
25.457584	-59.920514	19.040647	-10.020253
163.054368	41.830011	8.729501	-8.814454
35.474347	-60.738299	18.755729	-12.787251
14.126903	-60.120994	19.412108	-8.681385
4.579362	-59.455603	19.726786	-7.401290
149.243719	47.255283	9.237170	-0.549529
75.008978	-27.787755	15.933373	-6.059158
4.808371	-65.533749	19.746730	-13.473229
223.628809	33.114845	5.501255	-8.232405
152.817148	40.914804	9.241238	-7.387646
75.816414	-27.743587	15.900439	-6.580049
1.653291	-62.529625	19.831428	-10.410156
81.820712	-19.917204	15.260882	-5.943188
159.570425	44.991896	8.839772	-5.112937
16.370256	-63.115363	19.384315	-11.832909
155.096090	39.987177	9.153712	-8.863573
206.385104	43.806037	6.631254	-4.898648
48.316661	-54.855937	18.148181	-11.525603
272.191751	-18.704925	0.801573	-9.687445
1.897020	-60.192840	19.819631	-8.076985
9.329022	-66.660427	19.629229	-14.777093
175.577490	42.001641	8.105521	-10.025027
0.932647	-60.428906	19.852108	-8.303595
184.543732	44.475302	7.665165	-7.550660
74.421163	-28.508331	15.992716	-6.125655
24.582979	-56.424039	18.990390	-6.573339
154.388512	43.458235	9.107902	-5.419428
40.025230	-53.706030	18.376406	-7.873344
295.393303	-42.640807	22.708149	-9.603798
218.333500	36.365740	5.865280	-7.736167
272.853716	-20.254154	0.692332	-10.116271
198.794512	41.051924	6.933132	-9.228712
28.158063	-55.483168	18.842479	-6.399429
18.779212	-58.840755	19.237602	-7.968559
1.820023	-62.725219	19.826555	-10.607557
307.559945	-49.665905	21.969599	-9.003994
156.392743	45.606726	8.970298	-3.862502
92.826178	-10.451183	14.322278	-8.605862
4.438304	-60.842970	19.737360	-8.781528
150.907590	41.352566	9.319751	-6.442550
0.617673	-57.994022	19.861177	-5.867123
35.332586	-52.995515	18.517595	-5.891625
23.540406	-65.018784	19.214142	-14.526758
55.434612	-44.868154	17.484133	-6.642836
3.157355	-60.102203	19.777204	-8.008460
305.934299	-48.839592	22.060328	-9.048950
315.267571	-49.247861	21.716210	-5.680226
33.825560	-52.929408	18.569901	-5.423941
15.695457	-59.254808	19.347924	-7.996216
26.727657	-56.817411	18.925086	-7.348868
4.606236	-60.389168	19.729890	-8.333811
218.105682	34.839356	5.825341	-9.154976
175.974306	44.650539	8.075573	-7.397708
197.835086	41.368355	6.985678	-9.103795
156.651192	41.547025	9.044426	-7.773128
8.879283	-57.977253	19.568327	-6.137948
37.089380	-52.018439	18.423632	-5.529663
52.117092	-55.597052	18.063659	-13.452690
313.684168	-49.739205	21.754373	-6.667754
